"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+7.68093799932E+008, +9.16693411144E-001, -2.35229595940E-001
+7.83100971837E+008, +9.08612592659E-001, -2.43360968755E-001
+7.98108143742E+008, +8.99479651871E-001, -2.55032962796E-001
+8.13115315648E+008, +8.92187890094E-001, -2.71482310759E-001
+8.28122487553E+008, +8.88750620119E-001, -2.85364897368E-001
+8.43129659458E+008, +8.89696451266E-001, -2.92550863833E-001
+8.60567862154E+008, +8.94955998644E-001, -2.91759026456E-001
+8.81189596327E+008, +9.01464065611E-001, -2.83099377620E-001
+9.01811330501E+008, +9.02176533538E-001, -2.74852484642E-001
+9.22433064674E+008, +8.94576332341E-001, -2.74576668273E-001
+9.43054798847E+008, +8.81324315410E-001, -2.89273498428E-001
+9.63676533021E+008, +8.68202417952E-001, -3.14533461060E-001
+9.84298267194E+008, +8.62973440327E-001, -3.37114951258E-001
+1.00492000137E+009, +8.68879793971E-001, -3.40052309417E-001
+1.02554173554E+009, +8.79992881832E-001, -3.23551406287E-001
+1.04616346971E+009, +8.89116812372E-001, -2.96000294671E-001
+1.06678520389E+009, +8.88969369313E-001, -2.75240862659E-001
+1.08740693806E+009, +8.78502816675E-001, -2.75663997423E-001
+1.10802867223E+009, +8.63470051213E-001, -3.00859069579E-001
+1.12865040641E+009, +8.49648659906E-001, -3.42958362081E-001
+1.14927214058E+009, +8.42027816669E-001, -3.78600833777E-001
+1.16989387475E+009, +8.46231117808E-001, -3.88830870128E-001
+1.19409044558E+009, +8.56826035076E-001, -3.67582614315E-001
+1.22239864857E+009, +8.62572378304E-001, -3.28364619464E-001
+1.25070685156E+009, +8.53556739473E-001, -3.18988275697E-001
+1.27901505455E+009, +8.38824303115E-001, -3.53405798003E-001
+1.30732325754E+009, +8.30132032180E-001, -3.94723838844E-001
+1.33563146054E+009, +8.32904229413E-001, -4.00682464813E-001
+1.36393966353E+009, +8.38413234454E-001, -3.72931772820E-001
+1.39224786652E+009, +8.33696372465E-001, -3.55552312885E-001
+1.42055606951E+009, +8.19348112910E-001, -3.76014948215E-001
+1.44886427250E+009, +8.06503519578E-001, -4.18171860373E-001
+1.47717247549E+009, +8.04308986103E-001, -4.37749546355E-001
+1.50548067848E+009, +8.06803521606E-001, -4.27165522208E-001
+1.53378888148E+009, +8.06945825463E-001, -4.04173983658E-001
+1.56209708447E+009, +7.99409874844E-001, -4.03058709186E-001
+1.59040528746E+009, +7.90738583406E-001, -4.27593906514E-001
+1.62329917212E+009, +7.85725802459E-001, -4.55498974676E-001
+1.66219818925E+009, +7.82743750171E-001, -4.50459916507E-001
+1.70109720638E+009, +7.72013320272E-001, -4.42642412947E-001
+1.73999622351E+009, +7.60075610677E-001, -4.70401394272E-001
+1.77889524064E+009, +7.56029255858E-001, -4.94389644800E-001
+1.81779425777E+009, +7.47950484476E-001, -4.86660289372E-001
+1.85669327490E+009, +7.36653464638E-001, -4.84896713985E-001
+1.89559229203E+009, +7.24751623007E-001, -5.18156570196E-001
+1.93449130915E+009, +7.15713375165E-001, -5.39047499568E-001
+1.97339032628E+009, +7.09300240538E-001, -5.23830362252E-001
+2.01228934341E+009, +6.93882480701E-001, -5.30345543148E-001
+2.05118836054E+009, +6.74176583285E-001, -5.71606719978E-001
+2.09008737767E+009, +6.65192410580E-001, -5.83180266359E-001
+2.12898639480E+009, +6.64794160180E-001, -5.54516960310E-001
+2.16788541193E+009, +6.68422216685E-001, -5.58812207905E-001
+2.20678442906E+009, +6.36916569654E-001, -6.04710958682E-001
+2.25242670217E+009, +6.30018008393E-001, -6.07357360958E-001
+2.30582479487E+009, +6.53222949467E-001, -5.70640988350E-001
+2.35922288757E+009, +6.22144496582E-001, -6.15497719294E-001
+2.41262098027E+009, +6.04167658840E-001, -6.26598712921E-001
+2.46601907298E+009, +6.36765371293E-001, -5.88909158419E-001
+2.51941716568E+009, +6.05455649887E-001, -6.23106890597E-001
+2.57281525838E+009, +5.91892510906E-001, -6.30259011510E-001
+2.62621335108E+009, +6.24871213999E-001, -5.96282645630E-001
+2.67961144379E+009, +5.99087997179E-001, -6.22497438542E-001
+2.73300953649E+009, +5.75548980130E-001, -6.32043252722E-001
+2.78640762919E+009, +5.90470511891E-001, -6.25191053627E-001
+2.83980572189E+009, +5.61056848373E-001, -6.45725485338E-001
+2.89320381460E+009, +5.41596738679E-001, -6.53792436258E-001
+2.94660190730E+009, +5.51040048080E-001, -6.53937924721E-001
+3.00000000000E+009, +5.27573177825E-001, -6.61421943707E-001
