"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+4.15149308741E+008, -9.47622826463E-001, +2.58735202050E-002
+4.23105137257E+008, -9.44974008436E-001, +3.03331140865E-002
+4.31060965773E+008, -9.42632580750E-001, +3.42628718015E-002
+4.39016794289E+008, -9.40838536359E-001, +3.68713091846E-002
+4.46972622805E+008, -9.39893845886E-001, +3.83009255228E-002
+4.56217226062E+008, -9.39531023322E-001, +3.95004303666E-002
+4.67149531084E+008, -9.40396340402E-001, +3.86681107573E-002
+4.78081836106E+008, -9.42532125721E-001, +3.49734388392E-002
+4.89014141128E+008, -9.45210121338E-001, +2.89081180939E-002
+4.99946446150E+008, -9.47708451570E-001, +2.17844277436E-002
+5.10878751172E+008, -9.49085694814E-001, +1.37134776204E-002
+5.21811056194E+008, -9.49458001421E-001, +7.18901725542E-003
+5.32743361216E+008, -9.48525844904E-001, +2.73211250299E-003
+5.43675666238E+008, -9.46069163710E-001, +1.34114338577E-004
+5.54607971260E+008, -9.42841290905E-001, +1.17815673945E-003
+5.65540276281E+008, -9.39253762415E-001, +4.35202477618E-003
+5.76472581303E+008, -9.35962165013E-001, +9.57890125266E-003
+5.87404886325E+008, -9.33750762683E-001, +1.56243860272E-002
+5.98337191347E+008, -9.32810533118E-001, +2.10745239936E-002
+6.09269496369E+008, -9.33813840729E-001, +2.52204123843E-002
+6.20201801391E+008, -9.35479876481E-001, +2.69358498369E-002
+6.33029252784E+008, -9.38678271573E-001, +2.63539159332E-002
+6.48036424690E+008, -9.42382598983E-001, +2.05284132159E-002
+6.63043596595E+008, -9.44333632735E-001, +1.21934469951E-002
+6.78050768500E+008, -9.44282680180E-001, +6.60378676876E-003
+6.93057940405E+008, -9.41047651215E-001, +4.69542830477E-003
+7.08065112311E+008, -9.35397453839E-001, +6.46572000611E-003
+7.23072284216E+008, -9.30101458748E-001, +1.35460859738E-002
+7.38079456121E+008, -9.26923341349E-001, +2.37784859581E-002
+7.53086628027E+008, -9.27245700664E-001, +3.32153262369E-002
+7.68093799932E+008, -9.30432243478E-001, +3.73930985747E-002
+7.83100971837E+008, -9.34681199434E-001, +3.60045982068E-002
+7.98108143742E+008, -9.38029555934E-001, +2.70087248550E-002
+8.13115315648E+008, -9.40588842576E-001, +1.64138192437E-002
+8.28122487553E+008, -9.39917000941E-001, +5.20276306914E-003
+8.43129659458E+008, -9.36334696338E-001, -3.30500404353E-003
+8.60567862154E+008, -9.29995342329E-001, -4.76554691157E-003
+8.81189596327E+008, -9.23004222056E-001, +7.36473727207E-003
+9.01811330501E+008, -9.21074427285E-001, +2.63975002433E-002
+9.22433064674E+008, -9.25031461235E-001, +3.48544584344E-002
+9.43054798847E+008, -9.32254096571E-001, +2.66443867973E-002
+9.63676533021E+008, -9.36563006785E-001, +6.03061815203E-003
+9.84298267194E+008, -9.34384760142E-001, -1.48146643437E-002
+1.00492000137E+009, -9.26877980147E-001, -2.39620879916E-002
+1.02554173554E+009, -9.17588553996E-001, -9.11197630184E-003
+1.04616346971E+009, -9.13787140774E-001, +2.42790118704E-002
+1.06678520389E+009, -9.16884120761E-001, +5.82402802715E-002
+1.08740693806E+009, -9.24317222854E-001, +7.18148870493E-002
+1.10802867223E+009, -9.32439664121E-001, +5.55406216528E-002
+1.12865040641E+009, -9.34634771447E-001, +2.06617781514E-002
+1.14927214058E+009, -9.28133830193E-001, -1.40809807675E-002
+1.16989387475E+009, -9.19202350507E-001, -3.19362432743E-002
+1.19409044558E+009, -9.12511951685E-001, -1.57828944713E-002
+1.22239864857E+009, -9.16864227684E-001, +3.22303161022E-002
+1.25070685156E+009, -9.25944724978E-001, +5.96748753473E-002
+1.27901505455E+009, -9.28826603130E-001, +4.19277263013E-002
+1.30732325754E+009, -9.21794670836E-001, +8.28766243771E-003
+1.33563146054E+009, -9.12292033198E-001, +8.45805614743E-004
+1.36393966353E+009, -9.11581657223E-001, +2.80169201428E-002
+1.39224786652E+009, -9.19713294542E-001, +5.93911360666E-002
+1.42055606951E+009, -9.25081901949E-001, +5.57801190880E-002
+1.44886427250E+009, -9.21363259884E-001, +2.20026408921E-002
+1.47717247549E+009, -9.11585712206E-001, -6.63635900587E-003
+1.50548067848E+009, -9.08001437427E-001, +3.01369523260E-003
+1.53378888148E+009, -9.14124592035E-001, +3.12656369837E-002
+1.56209708447E+009, -9.20815121822E-001, +4.47644068801E-002
+1.59040528746E+009, -9.19346148892E-001, +3.04020535936E-002
+1.62329917212E+009, -9.09204854609E-001, +8.57096544405E-003
+1.66219818925E+009, -9.06649182049E-001, +1.31759196494E-002
+1.70109720638E+009, -9.18052708461E-001, +3.46662146597E-002
+1.73999622351E+009, -9.16582657695E-001, +2.46755588048E-002
+1.77889524064E+009, -9.03414282981E-001, +7.56376197183E-004
+1.81779425777E+009, -9.04988232463E-001, +7.21215917071E-003
+1.85669327490E+009, -9.17210143450E-001, +2.33839166986E-002
+1.89559229203E+009, -9.11684561687E-001, +1.14293169862E-002
+1.93449130915E+009, -8.98914754165E-001, -4.53260580923E-003
+1.97339032628E+009, -9.04574798213E-001, +5.91263998357E-003
+2.01228934341E+009, -9.14725465611E-001, +1.78371032074E-002
+2.05118836054E+009, -9.05550338270E-001, -1.05788296542E-002
+2.09008737767E+009, -8.93546751872E-001, -3.88936290739E-002
+2.12898639480E+009, -8.98417866001E-001, -1.76081484788E-002
+2.16788541193E+009, -9.13597298710E-001, +1.11488566304E-003
+2.20678442906E+009, -8.99827700797E-001, -2.20944226198E-002
+2.25242670217E+009, -8.90795649877E-001, -6.53461852203E-002
+2.30582479487E+009, -9.04657611002E-001, -1.78524546556E-002
+2.35922288757E+009, -8.96155795849E-001, -2.69115216800E-002
+2.41262098027E+009, -8.90977363597E-001, -8.13296277269E-002
+2.46601907298E+009, -8.98158340103E-001, -3.06991817573E-002
+2.51941716568E+009, -8.91564708186E-001, -3.16216781809E-002
+2.57281525838E+009, -8.88882365772E-001, -8.30322935696E-002
+2.62621335108E+009, -8.94843735126E-001, -3.52883113296E-002
+2.67961144379E+009, -8.87214757539E-001, -2.37837976676E-002
+2.73300953649E+009, -8.93231892474E-001, -5.26597649642E-002
+2.78640762919E+009, -8.93315983386E-001, -2.19277772294E-002
+2.83980572189E+009, -8.87137646822E-001, -2.13406607925E-002
+2.89320381460E+009, -8.95428110371E-001, -4.42112383578E-002
+2.94660190730E+009, -8.89349283853E-001, -2.79468789724E-002
+3.00000000000E+009, -8.85143762693E-001, -3.33180182496E-002
